time	sample_size	area_occupied	num_segregating	pi	zmar	fstavg	fstmax	% habitat loss	original_num_seg	original_pi	time passed (slim ticks)	% pi	% num_segregating	habitat loss	Time passed (in Generations)
79975	1000	0.9916757620190492	109931	0.0001552900268434	0.2286250592370607	0.2475345554975901	0.5832555744372823	10.0	121500	0.0001571115526811	105025	98.84061623310586	90.47818930041153	WE_0.1_2	23338.88888888889
74975	1000	0.9873006267357464	109045	0.0001549972257328	0.2467031149288976	0.2456019128894525	0.6135392785983015	10.0	121500	0.0001571115526811	110025	98.65425112780115	89.74897119341564	WE_0.1_2	24450.0
69975	1000	0.9956621546389188	109557	0.0001560756355928	0.2326595321697426	0.2623378682238842	0.6852035355088808	10.0	121500	0.0001571115526811	115025	99.34064868520352	90.17037037037036	WE_0.1_2	25561.11111111111
64975	1000	0.9940320697580364	109906	0.0001562536366433	0.2304038506086497	0.2341173564045585	0.4376530247739943	10.0	121500	0.0001571115526811	120025	99.45394465068945	90.45761316872428	WE_0.1_2	26672.222222222223
59975	1000	0.995700894734891	108606	0.0001529199857128	0.2310500806953993	0.2343157132499126	0.4898310465561549	10.0	121500	0.0001571115526811	125025	97.33210773060851	89.38765432098765	WE_0.1_2	27783.333333333332
54975	1000	0.9975678990062944	108914	0.0001522730222161	0.2416221952979832	0.2758897467180052	0.8283835320260653	10.0	121500	0.0001571115526811	130025	96.92032165526292	89.6411522633745	WE_0.1_2	28894.444444444445
49975	1000	0.9982300965036917	107719	0.0001498835981891	0.2369183113986352	0.2384429046952507	0.4588614728563852	10.0	121500	0.0001571115526811	135025	95.39947612466723	88.65761316872428	WE_0.1_2	30005.555555555555
44975	1000	0.9963885066070152	106801	0.0001495303222011	0.2376206434029583	0.2383001389016123	0.4762200630902976	10.0	121500	0.0001571115526811	140025	95.17461933853575	87.90205761316872	WE_0.1_2	31116.666666666668
39975	1000	0.9876299630708298	107934	0.0001483335735918	0.2353314802574112	0.244982388286844	0.5699440018766561	10.0	121500	0.0001571115526811	145025	94.41290029949786	88.83456790123456	WE_0.1_2	32227.777777777777
34975	1000	0.996496449532528	106215	0.0001474624931866	0.238195956860139	0.2608570375413781	0.7031622420310445	10.0	121500	0.0001571115526811	150025	93.85846595629708	87.41975308641975	WE_0.1_2	33338.88888888889
29975	1000	0.9927621629733342	106002	0.0001474336195598	0.2352644944937372	0.2500769401233159	0.5861213465678965	10.0	121500	0.0001571115526811	155025	93.84008816910877	87.24444444444444	WE_0.1_2	34450.0
24975	1000	0.988108235122817	106642	0.0001466504122761	0.2450909467020756	0.238560881393322	0.5412768297098143	10.0	121500	0.0001571115526811	160025	93.34158422695134	87.77119341563787	WE_0.1_2	35561.11111111111
19975	1000	0.9927196309250784	107048	0.0001486412512506	0.2480274348161788	0.2410942669300827	0.4506050602174574	10.0	121500	0.0001571115526811	165025	94.60873418538944	88.10534979423869	WE_0.1_2	36672.22222222222
14975	1000	0.9860095164473044	107928	0.0001478983791796	0.2312878963754314	0.2366708416850267	0.4679560600503084	10.0	121500	0.0001571115526811	170025	94.13590322017846	88.82962962962962	WE_0.1_2	37783.333333333336
